iter	RMSE
459	246.2543016
460	246.2277464
461	246.2200146
462	246.2052561
463	246.1886131
464	246.1527752
465	246.1384095
466	246.1186768
467	246.0824538
468	246.069534
469	246.0538554
470	246.0413648
471	246.0176924
472	246.0159775
473	246.0069886
474	245.9869343
475	245.9594186
476	245.9329903
477	245.9043922
478	245.8741671
479	245.8645971
480	245.8527607
481	245.8157073
482	245.785384
483	245.7487533
484	245.732712
485	245.7241611
486	245.7109528
487	245.6979885
488	245.652933
489	245.6204318
490	245.6111266
491	245.5910437
492	245.5755589
493	245.5468778
494	245.5211106
495	245.5135469
496	245.4922034
497	245.4855633
498	245.4656517
499	245.4460134
500	245.4325764
501	245.4126798
502	245.3778393
503	245.340623
504	245.3109321
505	245.2808165
506	245.2655465
507	245.2576997
508	245.2211085
509	245.1809214
510	245.1540712
511	245.1153666
512	245.1067948
513	245.0754074
514	245.0663216
515	245.0575303
516	245.0398335
517	245.0112387
518	244.9986987
519	244.9879604
520	244.9717476
521	244.9342914
522	244.8910454
523	244.8741219
524	244.8520108
525	244.8217659
526	244.8081959
527	244.7828433
528	244.743865
529	244.7255675
530	244.7050765
531	244.7016571
532	244.688809
533	244.6771194
534	244.6583774
535	244.6399802
536	244.6076556
537	244.6014403
538	244.5735233
539	244.5624202
540	244.5181901
541	244.5063665
542	244.492172
543	244.4701167
544	244.4362607
545	244.4243444
546	244.4126544
547	244.4006077
548	244.3614797
549	244.3372267
550	244.319318
551	244.2990277
552	244.2809671
553	244.2521362
554	244.2392819
555	244.2023155
556	244.1876173
557	244.1549182
558	244.1302106
559	244.1173505
560	244.1118489
561	244.1030988
562	244.0718775
563	244.0612545
564	244.0540812
565	244.0348022
566	244.0153814
567	243.982928
568	243.9672942
569	243.9600367
570	243.9013387
571	243.8767581
572	243.8394545
573	243.817902
574	243.777249
575	243.7632297
576	243.7412958
577	243.7328619
578	243.7165929
579	243.6819334
580	243.675897
581	243.653999
582	243.6432083
583	243.6208785
584	243.5892849
585	243.5760231
586	243.55043
587	243.5070295
588	243.4826132
589	243.4349291
590	243.418052
591	243.4023412
592	243.3650647
593	243.3507985
594	243.3293953
595	243.3256937
596	243.2892945
597	243.281504
598	243.2644318
599	243.2468107
600	243.2226007
601	243.2031467
602	243.200875
603	243.1841739
604	243.1720252
605	243.1432891
606	243.1272111
607	243.1245783
608	243.1093667
609	243.0876455
610	243.072608
611	243.0489042
612	243.0410524
613	243.0262637
614	243.0201014
615	242.9976522
616	242.9860462
617	242.9677113
618	242.9481824
619	242.9308001
620	242.9211258
621	242.910499
622	242.9005079
623	242.8680105
624	242.8387034
625	242.8315446
626	242.810172
627	242.7870213
628	242.7745798
629	242.7524135
630	242.7358358
631	242.7124205
632	242.691412
633	242.6636817
634	242.6592352
635	242.6448958
636	242.6108256
637	242.6071741
638	242.595215
639	242.5726605
640	242.547882
641	242.5365026
642	242.5243671
643	242.5101192
644	242.4996464
645	242.4844275
646	242.4740168
647	242.4462698
648	242.4370946
649	242.3806447
650	242.3414195
651	242.3317092
652	242.301783
653	242.296744
654	242.2801547
655	242.2525972
656	242.2321604
657	242.2212238
658	242.2002974
659	242.1885683
660	242.174712
661	242.16674
662	242.1565174
663	242.1248227
664	242.1113493
665	242.0852538
666	242.0738844
667	242.0518987
668	242.0367015
669	242.0174097
670	242.0083939
671	241.9935182
672	241.9783627
673	241.9640881
674	241.9343811
675	241.9140261
676	241.8855025
677	241.8716437
678	241.8647436
679	241.8269593
680	241.8155729
681	241.7946905
682	241.7821677
683	241.7679536
684	241.7517317
685	241.7329514
686	241.7209497
687	241.7160394
688	241.7025404
689	241.6980254
690	241.6701581
691	241.6607927
692	241.6471193
693	241.6216224
694	241.5914365
695	241.5610947
696	241.5419954
697	241.5073317
698	241.4975884
699	241.4785999
700	241.4661373
701	241.4548826
702	241.4432105
703	241.435023
704	241.4253853
705	241.4140971
706	241.3943674
707	241.3727358
708	241.3484251
709	241.320322
710	241.3053043
711	241.2870394
712	241.26236
713	241.2412293
714	241.2234913
715	241.2001786
716	241.1615518
717	241.1398542
718	241.1216684
719	241.0929741
720	241.078378
721	241.0670014
722	241.0321336
723	241.0166809
724	240.9825324
725	240.9592918
726	240.9567555
727	240.9175803
728	240.8985291
729	240.8890566
730	240.8634349
731	240.8351083
732	240.8333805
733	240.8289738
734	240.8048182
735	240.7876515
736	240.7705366
737	240.7629594
738	240.7586184
739	240.7527615
740	240.7261372
741	240.7113873
742	240.7019551
743	240.6848542
744	240.6780762
745	240.661486
746	240.6347957
747	240.602869
748	240.5832741
749	240.5667926
750	240.5588414
751	240.5445361
752	240.5282095
753	240.5085106
754	240.4754257
755	240.4465605
756	240.4235203
757	240.4126355
758	240.4054301
759	240.3996446
760	240.3898071
761	240.3431536
762	240.3304331
763	240.3128803
764	240.284509
765	240.2527135
766	240.2295356
767	240.2197374
768	240.2149027
769	240.1968291
770	240.185493
771	240.181059
772	240.1586737
773	240.1510014
774	240.1435688
775	240.1381547
776	240.1329497
777	240.128774
778	240.103482
779	240.0787356
780	240.0483032
781	240.0381466
782	240.0160782
783	240.0142936
784	239.9914285
785	239.977028
786	239.9602554
787	239.9367467
788	239.9082851
789	239.8873098
790	239.8789989
791	239.8771041
792	239.859086
793	239.8401078
794	239.8172696
795	239.8018413
796	239.7903476
797	239.7689552
798	239.7398894
799	239.7217757
800	239.7020764
801	239.6997778
802	239.6851759
803	239.6804454
804	239.6540451
805	239.6322661
806	239.6072378
807	239.6027177
808	239.5858756
809	239.5720405
810	239.5552073
811	239.5324317
812	239.5055268
813	239.4899734
814	239.4759351
815	239.4654518
816	239.4487966
817	239.4265783
818	239.4110422
819	239.38885
820	239.3627353
821	239.3423013
822	239.3318052
823	239.3090006
824	239.2995114
825	239.2977316
826	239.289543
827	239.2687862
828	239.2495175
829	239.2444293
830	239.2414538
831	239.2235279
832	239.2176435
833	239.2071197
834	239.1959195
835	239.1839228
836	239.1641555
837	239.1560173
838	239.1508293
839	239.1429262
840	239.1331547
841	239.106442
842	239.0835757
843	239.0682485
844	239.0658661
845	239.0582336
846	239.047243
847	239.0257916
848	239.0191405
849	239.0011451
850	238.9996809
851	238.9971082
852	238.9872313
853	238.9766861
854	238.9670868
855	238.9628469
856	238.954022
857	238.9427494
858	238.9275766
859	238.9174026
860	238.9066534
861	238.8886472
862	238.8807643
863	238.8444309
864	238.8202622
865	238.8109846
866	238.8047627
867	238.7916511
868	238.760411
869	238.7542472
870	238.7426294
871	238.7322901
872	238.7252968
873	238.710106
874	238.6974246
875	238.6740005
876	238.6610663
877	238.6514171
878	238.6420092
879	238.6200494
880	238.6000023
881	238.590567
882	238.586854
883	238.5724588
884	238.5608752
885	238.5445044
886	238.540587
887	238.5315751
888	238.5100224
889	238.475007
890	238.4573966
891	238.4412366
892	238.438022
893	238.4255558
894	238.4196944
895	238.4157838
896	238.3934016
897	238.3794908
898	238.3688894
899	238.3596636
900	238.3387827
901	238.3308725
902	238.3214018
903	238.3098119
904	238.3009964
905	238.276833
906	238.2410746
907	238.2349724
908	238.2148182
909	238.2093143
910	238.1806335
911	238.1789138
912	238.170965
913	238.158524
914	238.1448017
915	238.1331872
916	238.1256974
917	238.1045354
918	238.0976579
919	238.0948924
920	238.0749733
921	238.0687963
922	238.0488137
923	238.025315
924	238.0122609
925	237.9922072
926	237.9714843
927	237.9573552
928	237.9414915
929	237.9134751
930	237.8988243
931	237.8855991
932	237.8630264
933	237.8197033
934	237.8160567
935	237.8118744
936	237.7860513
937	237.7753696
938	237.7712839
939	237.7472623
940	237.7281114
941	237.7158123
942	237.6935315
943	237.6798956
944	237.6551986
945	237.6532496
946	237.641479
947	237.6338247
948	237.6088507
949	237.5999258
950	237.5920383
951	237.5706293
952	237.5663577
953	237.5586677
954	237.5507991
955	237.5335522
956	237.5128992
957	237.4884594
958	237.4712982
959	237.4627081
960	237.4519688
961	237.4483424
962	237.4460025
963	237.4423644
964	237.4102482
965	237.3742437
966	237.3547982
967	237.3466589
968	237.3408281
969	237.3240625
970	237.3157996
971	237.3008604
972	237.2868952
973	237.2829218
974	237.2694883
975	237.2595059
976	237.2473201
977	237.2447529
978	237.2312228
979	237.2088453
980	237.2001725
981	237.1947593
982	237.1937249
983	237.1827671
984	237.1587546
985	237.1497187
986	237.1334776
987	237.1061951
988	237.0942819
989	237.0891825
990	237.0732198
991	237.0704603
992	237.0530407
993	237.0495222
994	237.038773
995	237.0132781
996	237.0119944
997	236.9890275
998	236.982719
999	236.9657998
